@relation ClusteringTest.Numeric

@attribute X numeric
@attribute Y numeric

@data
0.851403135086569,-0.473129980972481
-0.0143385521233045,0.689712419407323
-0.0225941463131059,-0.284256368553826
-0.0610040966320611,-1.25288241358493
1.80117233191458,-0.0439530948272436
-0.231990584409464,-0.43215225867154
0.451005664109405,0.509448291585219
-0.332307442473074,0.357188901599257
1.21156610943639,-0.982158613685041
-0.313355175598868,1.1489274248943
-0.926445289673896,0.434611267965341
1.01517568797153,-1.08298578575233
-0.325034731469111,0.241466601791346
-0.0330343244242803,-0.343982552671932
-0.674309830867955,0.78375523464038
-0.328543772237157,-0.533932267968002
-0.991272497729558,-1.28828476707858
-0.440599925733113,0.966849073124444
-0.38546706595512,-0.863615619096164
0.468760528141179,-0.130974595338288
-0.0940298788944021,-0.368448959656644
0.278128169428504,0.0166977609109131
0.756870976420947,-2.08238210433868
-1.03251448268113,-1.40409663914452
-0.0335361385536346,0.456282760690612
0.908341594657169,0.163245561731714
-1.12184369860605,0.0218630545204664
0.403914974186831,-1.24500829463461
1.63585886336799,0.520462800581572
0.804227563945955,-1.59420465573869
-0.0795035652250097,-0.567210793390362
-0.42685272941496,0.0498663598354053
0.167097417826316,0.140841091737349
0.232983900083107,-0.116110172310699
-0.626430792550341,0.0904126767681207
1.36396927463365,0.830663286973774
0.650981874069926,-1.04648165259711
-0.115120160954915,-0.771940334716404
0.000405935112662872,0.743807957304744
-1.52328631722222,0.140467461060478
1.34777598282994,-0.798480973347104
-0.812202840767802,0.0577231924693656
1.33008936403371,-1.23738040720206
-1.30621641686816,0.646472113166677
0.507031978133958,0.444564961953638
-0.0322931942188008,-0.551053273687477
0.546438378197356,0.26746554551415
-0.118587032785411,1.27643799271765
-0.626041951213916,-0.0953139899785633
0.453755347485846,0.287206842874819
0.969664605026431,0.538148559179079
1.25290832188369,0.724626696901346
-0.593143094274061,1.31382181318861
-1.42222383795303,0.893456133536546
-0.0928269476242106,1.40114298326168
1.43240523230272,0.589780856526984
0.448632390674321,0.360859279197181
-0.013214516615709,-0.337315401470054
0.160810166073833,0.546135033243474
-0.584361142505334,-1.55878801228024
